sparkasse,name,since,until,position,feste_bezuege,erfolgsabhaengige_bezuege,sonstige_bezuege,gesamtverguetung,anmerkungen,state,verband
Stadtsparkasse Mönchengladbach,Sabine Sarnes,2013-10-01,2013-12-31,Mitglied,66807.0,0.0,2377.0,69185.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Mönchengladbach,Jürgen Fröhlich,2014-01-01,2014-02-28,Mitglied,44538.0,34856.0,1993.0,81388.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Limburg,Mario Rohrer,2013-01-01,2013-12-31,Mitglied,174000.0,10000.0,0.0,184000.0,,Hessen,SGVHT
Kreissparkasse Limburg,Mario Rohrer,2014-01-01,2014-12-31,Mitglied,180000.0,25000.0,0.0,205000.0,,Hessen,SGVHT
Kreissparkasse Limburg,Patrick Ehlen,2013-01-01,2013-12-31,Vorsitzende(r),200000.0,26000.0,0.0,226000.0,,Hessen,SGVHT
Kreissparkasse Limburg,Patrick Ehlen,2014-01-01,2014-12-31,Vorsitzende(r),208000.0,29000.0,0.0,237000.0,,Hessen,SGVHT
Verbundsparkasse Emsdetten-Ochtrup,Peter Hensmann,2013-01-01,2013-12-31,Mitglied,179500.0,0.0,7100.0,186600.0,,Nordrhein-Westfalen,SVWL
Verbundsparkasse Emsdetten-Ochtrup,Peter Hensmann,2014-01-01,2014-12-31,Mitglied,201900.0,0.0,7100.0,209000.0,,Nordrhein-Westfalen,SVWL
Verbundsparkasse Emsdetten-Ochtrup,Dr. Peter Eckhardt,2013-01-01,2013-12-31,Vorsitzende(r),260900.0,0.0,10700.0,271600.0,,Nordrhein-Westfalen,SVWL
Verbundsparkasse Emsdetten-Ochtrup,Dr. Peter Eckhardt,2014-01-01,2014-12-31,Vorsitzende(r),271700.0,0.0,10700.0,282400.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Hilchenbach,Stefan Brunswiek,2013-01-01,2013-12-31,Mitglied,,,,187400.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Hilchenbach,Daniel Müller,2014-01-01,2014-12-31,Mitglied,,,5000.0,198500.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Hilchenbach,Dieter Viehöfer,2013-01-01,2013-12-31,Vorsitzende(r),,,,207500.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Hilchenbach,Stefan Brunswiek,2014-01-01,2014-12-31,Vorsitzende(r),,,,213000.0,,Nordrhein-Westfalen,SVWL
Sparkasse der Stadt Straelen,Peter Reichhold,2013-01-01,2013-12-31,Mitglied,183408.0,0.0,6128.0,189536.0,,Nordrhein-Westfalen,RSGV
Sparkasse der Stadt Straelen,Peter Reichhold,2014-01-01,2014-12-31,Mitglied,189440.0,0.0,6136.0,195576.0,,Nordrhein-Westfalen,RSGV
Sparkasse der Stadt Straelen,Michael Wolters,2013-01-01,2013-12-31,Vorsitzende(r),201729.0,0.0,7623.0,209352.0,,Nordrhein-Westfalen,RSGV
Sparkasse der Stadt Straelen,Michael Wolters,2014-01-01,2014-12-31,Vorsitzende(r),208451.0,0.0,7632.0,216082.0,,Nordrhein-Westfalen,RSGV
Sparkasse Dillenburg,Michael Lehr,2013-01-01,2013-12-31,Mitglied,169000.0,26000.0,0.0,195000.0,,Hessen,SGVHT
Sparkasse Dillenburg,Michael Lehr,2014-01-01,2014-12-31,Mitglied,178000.0,28000.0,0.0,206000.0,,Hessen,SGVHT
Sparkasse Dillenburg,Lothar Theis,2013-01-01,2013-12-31,Vorsitzende(r),249000.0,39000.0,0.0,288000.0,,Hessen,SGVHT
Sparkasse Dillenburg,Lothar Theis,2014-01-01,2014-12-31,Vorsitzende(r),258000.0,42000.0,0.0,300000.0,,Hessen,SGVHT
Sparkasse Duisburg,Hans-Werner Tomalak,2014-01-01,2014-03-31,Vorsitzende(r),191000.0,0.0,4000.0,195000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Duisburg,Helge Kipping,2014-04-01,2014-12-31,Mitglied,349000.0,0.0,10000.0,359000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Duisburg,Uwe Haddenhorst,2013-01-01,2013-12-31,Mitglied,447000.0,0.0,16000.0,463000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Duisburg,Ulrich Schneidewind,2013-01-01,2013-12-31,Mitglied,447000.0,0.0,20000.0,467000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Duisburg,Uwe Haddenhorst,2014-01-01,2014-12-31,Mitglied,462000.0,0.0,16000.0,478000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Duisburg,Dr. Joachim Bonn,2013-01-01,2013-12-31,Mitglied,470000.0,0.0,12000.0,482000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Duisburg,Ulrich Schneidewind,2014-01-01,2014-12-31,Mitglied,480000.0,0.0,19000.0,499000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Duisburg,Dr. Joachim Bonn,2014-01-01,2014-12-31,Vorsitzende(r),503000.0,0.0,13000.0,516000.0,Vorsitzender seit 01.04 davor Mitglied),Nordrhein-Westfalen,RSGV
Sparkasse Duisburg,Hans-Werner Tomalak,2013-01-01,2013-12-31,Vorsitzende(r),542000.0,0.0,17000.0,559000.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Schlüchtern,Jürgen Zich,2013-01-01,2013-12-31,Mitglied,179000.0,17000.0,0.0,196000.0,,Hessen,SGVHT
Kreissparkasse Schlüchtern,Jürgen Zich,2014-01-01,2014-12-31,Mitglied,185000.0,21000.0,0.0,206000.0,,Hessen,SGVHT
Kreissparkasse Schlüchtern,Thomas Maus,2013-01-01,2013-12-31,Vorsitzende(r),203000.0,19000.0,0.0,222000.0,,Hessen,SGVHT
Kreissparkasse Schlüchtern,Thomas Maus,2014-01-01,2014-12-31,Vorsitzende(r),218000.0,25000.0,0.0,243000.0,,Hessen,SGVHT
Kreissparkasse Weilburg,Stephan Gürtler,2013-01-01,2013-12-31,Mitglied,172000.0,25000.0,0.0,197000.0,,Hessen,SGVHT
Kreissparkasse Weilburg,Stephan Gürtler,2014-01-01,2014-12-31,Mitglied,178000.0,25000.0,0.0,203000.0,,Hessen,SGVHT
Kreissparkasse Weilburg,Stefan Hastrich,2013-01-01,2013-12-31,Vorsitzende(r),203000.0,30000.0,0.0,233000.0,,Hessen,SGVHT
Kreissparkasse Weilburg,Stefan Hastrich,2014-01-01,2014-12-31,Vorsitzende(r),211000.0,31000.0,0.0,242000.0,,Hessen,SGVHT
Sparkasse Erwitte-Anröchte,Frank T. Weber,2013-01-01,2013-12-31,Mitglied,176000.0,11000.0,10000.0,197000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Erwitte-Anröchte,Frank T. Weber,2014-01-01,2014-12-31,Mitglied,182000.0,6000.0,10000.0,198000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Erwitte-Anröchte,Helmut Franzke,2013-01-01,2013-12-31,Vorsitzende(r),199000.0,13000.0,7000.0,219000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Erwitte-Anröchte,Helmut Franzke,2014-01-01,2014-12-31,Vorsitzende(r),206000.0,7000.0,7000.0,220000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Delbrück,Olaf Kiefer,2013-01-01,2013-12-31,Mitglied,180000.0,14000.0,8000.0,202000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Delbrück,Olaf Kiefer,2014-01-01,2014-12-31,Mitglied,194000.0,14000.0,7000.0,215000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Delbrück,Werner Pasel,2013-01-01,2013-12-31,Vorsitzende(r),204000.0,17000.0,8000.0,229000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Delbrück,Werner Pasel,2014-01-01,2014-12-31,Vorsitzende(r),214000.0,16000.0,8000.0,238000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Rahden,Klaus Kienemann,2013-01-01,2013-12-31,Mitglied,190000.0,0.0,14000.0,204000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Rahden,Klaus Kienemann,2014-01-01,2014-12-31,Mitglied,196000.0,0.0,13000.0,209000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Rahden,Hartmut Jork,2013-01-01,2013-12-31,Vorsitzende(r),208000.0,0.0,11000.0,219000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Rahden,Hartmut Jork,2014-01-01,2014-12-31,Vorsitzende(r),216000.0,0.0,11000.0,227000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Rietberg,Frank Ehlebracht,2013-01-01,2013-12-31,Mitglied,186000.0,8000.0,11000.0,205000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Rietberg,Frank Ehlebracht,2014-01-01,2014-12-31,Mitglied,193000.0,8000.0,11000.0,212000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Rietberg,Heinz Hüning,2013-01-01,2013-12-31,Vorsitzende(r),196000.0,8000.0,10000.0,214000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Rietberg,Heinz Hüning,2014-01-01,2014-12-31,Vorsitzende(r),202000.0,9000.0,8000.0,219000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Herdecke,Frank Mohrherr,2013-01-01,2013-12-31,Mitglied,194000.0,0.0,14000.0,208000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Herdecke,Frank Mohrherr,2014-01-01,2014-12-31,Mitglied,201000.0,0.0,11000.0,212000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Herdecke,Franz Wilhelm Buerdick,2013-01-01,2013-12-31,Vorsitzende(r),208000.0,0.0,6000.0,214000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Herdecke,Franz Wilhelm Buerdick,2014-01-01,2014-12-31,Vorsitzende(r),215000.0,0.0,7000.0,222000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Bad Honnef,Mathias Alfs,2013-01-01,2013-12-31,Mitglied,189100.0,13900.0,6800.0,209800.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Bad Honnef,Mathias Alfs,2014-01-01,2014-12-31,Mitglied,195400.0,14600.0,7200.0,217200.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Bad Honnef,Dorit Schlüter,2014-01-01,2014-12-31,Vorsitzende(r),215300.0,10200.0,7100.0,232600.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Bad Honnef,Hellmuth Buhr,2013-01-01,2013-12-31,Vorsitzende(r),237900.0,17500.0,14200.0,269600.0,,Nordrhein-Westfalen,RSGV
Kasseler Sparkasse,Dr. Ralf Beinhauer,2013-01-01,2013-12-31,Mitglied,184000.0,28000.0,0.0,212000.0,,Hessen,SGVHT
Kasseler Sparkasse,Dr. Ralf Beinhauer,2014-01-01,2014-12-31,Mitglied,190000.0,32000.0,0.0,222000.0,,Hessen,SGVHT
Kasseler Sparkasse,Wolfram Ebert,2013-01-01,2013-12-31,Mitglied,217000.0,34000.0,0.0,251000.0,,Hessen,SGVHT
Kasseler Sparkasse,Wolfram Ebert,2014-01-01,2014-12-31,Mitglied,225000.0,38000.0,0.0,263000.0,,Hessen,SGVHT
Kasseler Sparkasse,Jochen Johannink,2013-01-01,2013-12-31,Mitglied,275000.0,43000.0,0.0,318000.0,,Hessen,SGVHT
Kasseler Sparkasse,Jochen Johannink,2014-01-01,2014-12-31,Mitglied,284000.0,48000.0,0.0,332000.0,,Hessen,SGVHT
Kasseler Sparkasse,Ingo Buchholz,2013-01-01,2013-12-31,Vorsitzende(r),351000.0,55000.0,0.0,406000.0,,Hessen,SGVHT
Kasseler Sparkasse,Ingo Buchholz,2014-01-01,2014-12-31,Vorsitzende(r),363000.0,60000.0,0.0,423000.0,,Hessen,SGVHT
Stadt-Sparkasse Haan,Axel Weber,2014-02-01,2014-12-31,Mitglied,198370.0,0.0,14059.0,212429.0,,Nordrhein-Westfalen,RSGV
Stadt-Sparkasse Haan,Udo Vierdag,2014-01-01,2014-12-31,Vorsitzende(r),268135.0,0.0,10532.0,278666.0,,Nordrhein-Westfalen,RSGV
Sparkasse Burbach-Neunkirchen,Frank Podehl,2013-01-01,2013-12-31,Mitglied,205000.0,0.0,8000.0,213000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Burbach-Neunkirchen,Frank Podehl,2014-01-01,2014-12-31,Mitglied,222000.0,0.0,8000.0,230000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Burbach-Neunkirchen,Wolfgang Franz,2013-01-01,2013-12-31,Vorsitzende(r),229000.0,0.0,10000.0,239000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Burbach-Neunkirchen,Wolfgang Franz,2014-01-01,2014-12-31,Vorsitzende(r),239000.0,0.0,11000.0,250000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Märkisches Sauerland Hemer-Menden,Thomas Prochmann,2013-01-01,2013-10-31,Mitglied,165000.0,36000.0,12000.0,213000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Märkisches Sauerland Hemer-Menden,Jörg Kötter,2014-01-01,2014-12-31,Mitglied,265000.0,25000.0,14000.0,304000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Märkisches Sauerland Hemer-Menden,Dietmar Tacke,2013-01-01,2013-12-31,Vorsitzende(r),269000.0,44000.0,7000.0,320000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Märkisches Sauerland Hemer-Menden,Jörg Kötter,2013-11-01,2013-12-31,Mitglied,226000.0,0.0,2000.0,38000.0,"Köttker wurde im November 2013 in den Vorstand berufen. Wir erfassen hier sein komplettes Jahresgehalt, was er u.a. für seine Funktion als stellv. Vorstandsmitglied vorher erhalten hat.",Nordrhein-Westfalen,SVWL
Sparkasse Märkisches Sauerland Hemer-Menden,Dietmar Tacke,2014-01-01,2014-12-31,Vorsitzende(r),348000.0,62000.0,8000.0,418000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Gronau,Wilhelm Nassmacher,2013-01-01,2013-12-31,Mitglied,198000.0,11000.0,7000.0,216000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Gronau,Wilhelm Nassmacher,2014-01-01,2014-12-31,Mitglied,205000.0,13000.0,7000.0,225000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Gronau,Wilfried Hammans,2013-01-01,2013-12-31,Vorsitzende(r),218000.0,13000.0,8000.0,239000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Gronau,Wilfried Hammans,2014-01-01,2014-12-31,Vorsitzende(r),226000.0,14000.0,9000.0,249000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Meschede,Ulrich Achinger,2013-01-01,2013-12-31,Mitglied,217000.0,0.0,3000.0,220000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Meschede,Ulrich Achinger,2014-01-01,2014-12-31,Mitglied,224000.0,0.0,2000.0,226000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Meschede,Heinz-Dieter Tschuschke,2013-01-01,2013-12-31,Vorsitzende(r),243000.0,0.0,10000.0,253000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Meschede,Heinz-Dieter Tschuschke,2014-01-01,2014-12-31,Vorsitzende(r),257000.0,0.0,8000.0,265000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Emmerich-Rees,Gregor Reinen,2014-01-01,2014-12-31,Mitglied,212000.0,0.0,9000.0,221000.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Emmerich-Rees,Gregor Reinen,2013-01-01,2013-12-31,Mitglied,218000.0,0.0,10000.0,228000.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Emmerich-Rees,Horst Balkmann,2013-01-01,2013-12-31,Vorsitzende(r),243000.0,0.0,12000.0,255000.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Emmerich-Rees,Horst Balkmann,2014-01-01,2014-12-31,Vorsitzende(r),266000.0,0.0,12000.0,278000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Waldeck-Frankenberg,Heinz-Robert Behle,2014-01-01,2014-12-31,Mitglied,212000.0,10000.0,0.0,222000.0,,Hessen,SGVHT
Sparkasse Waldeck-Frankenberg,Michael Bott,2014-01-01,2014-12-31,Vorsitzende(r),266000.0,12000.0,0.0,278000.0,,Hessen,SGVHT
Sparkasse Waldeck-Frankenberg,Michael Bott,2013-01-01,2013-12-31,Vorsitzende(r),258000.0,45000.0,0.0,303000.0,,Hessen,SGVHT
Sparkasse Waldeck-Frankenberg,Heinz-Robert Behle,2013-01-01,2013-12-31,Mitglied,207000.0,37000.0,0.0,344000.0,,Hessen,SGVHT
Sparkasse Bergkamen-Bönen,Martin Weber,2013-01-01,2013-12-31,Mitglied,191000.0,24000.0,8000.0,223000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Bergkamen-Bönen,Martin Weber,2014-01-01,2014-12-31,Mitglied,210000.0,27000.0,8000.0,245000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Bergkamen-Bönen,Beate Brumberg,2013-01-01,2013-12-31,Vorsitzende(r),211000.0,26000.0,11000.0,248000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Bergkamen-Bönen,Beate Brumberg,2014-01-01,2014-12-31,Vorsitzende(r),246000.0,31000.0,11000.0,288000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Oberhausen,Oliver Mebus,2013-01-01,2013-12-31,Stellvertretendes Mitglied,223377.0,0.0,0.0,223377.0,Sonstige Bezüge ist in feste Bezüge eingerechnet,Nordrhein-Westfalen,RSGV
Stadtsparkasse Oberhausen,Oliver Mebus,2014-01-01,2014-12-31,Stellvertretendes Mitglied,235479.0,0.0,0.0,235479.0,Sonstige Bezüge ist in feste Bezüge eingerechnet,Nordrhein-Westfalen,RSGV
Stadtsparkasse Oberhausen,Bernhard Uppenkamp,2013-04-01,2013-12-31,Vorsitzende(r),276693.0,0.0,0.0,276693.0,Sonstige Bezüge ist in feste Bezüge eingerechnet,Nordrhein-Westfalen,RSGV
Stadtsparkasse Oberhausen,Ulrich J. Salhofen,2013-01-01,2013-12-31,Mitglied,311899.0,0.0,0.0,311899.0,Sonstige Bezüge ist in feste Bezüge eingerechnet,Nordrhein-Westfalen,RSGV
Stadtsparkasse Oberhausen,Thomas Gäng,2014-10-01,2014-12-31,Stellvertretendes Mitglied,32503.0,0.0,0.0,32503.0,Sonstige Bezüge ist in feste Bezüge eingerechnet,Nordrhein-Westfalen,RSGV
Stadtsparkasse Oberhausen,Ulrich J. Salhofen,2014-01-01,2014-12-31,Mitglied,328992.0,0.0,0.0,328992.0,Sonstige Bezüge ist in feste Bezüge eingerechnet,Nordrhein-Westfalen,RSGV
Stadtsparkasse Oberhausen,Bernhard Uppenkamp,2014-01-01,2014-12-31,Vorsitzende(r),367045.0,0.0,0.0,367045.0,Sonstige Bezüge ist in feste Bezüge eingerechnet,Nordrhein-Westfalen,RSGV
Sparkasse Fulda,Horst Habermehl,2013-01-01,2013-12-31,Mitglied,198000.0,28000.0,0.0,226000.0,,Hessen,SGVHT
Sparkasse Fulda,Horst Habermehl,2014-01-01,2014-12-31,Mitglied,208000.0,28000.0,0.0,236000.0,,Hessen,SGVHT
Sparkasse Fulda,Uwe Marohn,2013-01-01,2013-12-31,Mitglied,209000.0,28000.0,0.0,237000.0,,Hessen,SGVHT
Sparkasse Fulda,Uwe Marohn,2014-01-01,2014-12-31,Mitglied,216000.0,30000.0,0.0,246000.0,,Hessen,SGVHT
Sparkasse Fulda,Alois Früchtl,2014-01-01,2014-12-31,Vorsitzende(r),303000.0,43000.0,0.0,346000.0,,Hessen,SGVHT
Sparkasse Fulda,Alois Früchtl,2013-01-01,2013-12-31,Vorsitzende(r),298000.0,56000.0,0.0,354000.0,,Hessen,SGVHT
Sparkasse Wittgenstein,Christoph Helmschrott,2013-01-01,2013-12-31,Mitglied,218000.0,0.0,9000.0,227000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Wittgenstein,Christoph Helmschrott,2014-01-01,2014-12-31,Mitglied,246000.0,0.0,10000.0,256000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Wittgenstein,Axel Theuer,2013-01-01,2013-12-31,Vorsitzende(r),269000.0,0.0,15000.0,284000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Wittgenstein,Axel Theuer,2014-01-01,2014-12-31,Vorsitzende(r),289000.0,0.0,15000.0,304000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Lengerich,Max Mews,2013-01-01,2013-12-31,Mitglied,199000.0,21000.0,8000.0,228000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Lengerich,Max Mews,2014-01-01,2014-12-31,Mitglied,206000.0,20000.0,8000.0,234000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Lengerich,Achim Glörfeld,2013-01-01,2013-12-31,Vorsitzende(r),219000.0,23000.0,6000.0,248000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Lengerich,Achim Glörfeld,2014-01-01,2014-12-31,Vorsitzende(r),226000.0,22000.0,11000.0,259000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Sprockhövel,Daniel Rasche,2013-01-01,2013-12-31,Mitglied,203000.0,10000.0,15000.0,228000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Sprockhövel,Daniel Rasche,2014-01-01,2014-12-31,Mitglied,209000.0,21000.0,15000.0,245000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Sprockhövel,Christoph Terkuhlen,2013-01-01,2013-12-31,Vorsitzende(r),238000.0,12000.0,26000.0,276000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Sprockhövel,Christoph Terkuhlen,2014-01-01,2014-12-31,Vorsitzende(r),246000.0,25000.0,27000.0,298000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Odenwaldkreis,Uwe Klauer,2013-01-01,2013-12-31,Mitglied,204000.0,26000.0,0.0,230000.0,,Hessen,SGVHT
Sparkasse Odenwaldkreis,Uwe Klauer,2014-01-01,2014-12-31,Mitglied,209000.0,23000.0,0.0,232000.0,,Hessen,SGVHT
Sparkasse Odenwaldkreis,Karheinz Ihrig,2013-01-01,2013-12-31,Vorsitzende(r),237000.0,32000.0,0.0,269000.0,,Hessen,SGVHT
Sparkasse Odenwaldkreis,Karheinz Ihrig,2014-01-01,2014-12-31,Vorsitzende(r),243000.0,28000.0,0.0,271000.0,,Hessen,SGVHT
Sparkasse Radevormwald-Hückeswagen,Michael Beekes,2013-01-01,2013-12-31,Mitglied,233800.0,0.0,0.0,233800.0,,Nordrhein-Westfalen,RSGV
Sparkasse Radevormwald-Hückeswagen,Michael Beekes,2014-01-01,2014-12-31,Mitglied,240400.0,10000.0,0.0,250400.0,Sonstige Bezüge in erfolgsunabhängigen Bezügen enthalten,Nordrhein-Westfalen,RSGV
Sparkasse Radevormwald-Hückeswagen,Michael Kühl,2013-01-01,2013-12-31,Vorsitzende(r),252100.0,16100.0,0.0,268200.0,,Nordrhein-Westfalen,RSGV
Sparkasse Radevormwald-Hückeswagen,Michael Kühl,2014-01-01,2014-12-31,Vorsitzende(r),261400.0,22100.0,0.0,283500.0,Sonstige Bezüge in erfolgsnuabhängigen Bezügen enthalten,Nordrhein-Westfalen,RSGV
Stadtsparkasse Gladbeck,Walter Piétzka,2013-01-01,2013-12-31,Mitglied,228000.0,0.0,8000.0,236000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Gladbeck,Walter Piétzka,2014-01-01,2014-12-31,Mitglied,235000.0,0.0,9000.0,244000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Gladbeck,Ludger Kreyerhoff,2013-01-01,2013-12-31,Vorsitzende(r),250000.0,0.0,9000.0,259000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Gladbeck,Ludger Kreyerhoff,2014-01-01,2014-12-31,Vorsitzende(r),259000.0,0.0,9000.0,268000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Steinfurt,Rainer Langkamp,2014-05-01,2014-12-31,Vorsitzende(r),226000.0,0.0,12000.0,238000.0,Von 1.5. bis 31.7. war Lankamp normales Mitglied,Nordrhein-Westfalen,SVWL
Kreissparkasse Steinfurt,Karl Derikartz,2014-01-01,2014-07-31,Vorsitzende(r),224000.0,47000.0,8000.0,279000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Steinfurt,Heinz-Bernd Buss,2013-01-01,2013-12-31,Mitglied,336000.0,41000.0,14000.0,391000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Steinfurt,Jürgen Brönstrup,2013-01-01,2013-12-31,Mitglied,336000.0,41000.0,17000.0,394000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Steinfurt,Heinz-Bernd Buss,2014-01-01,2014-12-31,Mitglied,350000.0,43000.0,12000.0,405000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Steinfurt,Jürgen Brönstrup,2014-01-01,2014-12-31,Mitglied,350000.0,43000.0,12000.0,405000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Steinfurt,Karl Derikartz,2013-01-01,2013-12-31,Vorsitzende(r),369000.0,45000.0,12000.0,426000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Remscheid,Ulrich Gräfe,2013-01-01,2013-12-31,Mitglied,232000.0,0.0,8300.0,240300.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Remscheid,Ulrich Gräfe,2014-01-01,2014-12-31,Mitglied,239700.0,0.0,9400.0,249100.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Remscheid,Frank Dehnke,2013-01-01,2013-12-31,Vorsitzende(r),277400.0,0.0,13500.0,290900.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Remscheid,Frank Dehnke,2014-01-01,2014-12-31,Vorsitzende(r),264500.0,22100.0,17200.0,303800.0,,Nordrhein-Westfalen,RSGV
Sparkasse Attendorn-Lennestadt-Kirchhundem,Bernd Schablowski,2013-01-01,2013-12-31,Mitglied,205300.0,23400.0,13700.0,242400.0,,Nordrhein-Westfalen,SVWL
Sparkasse Attendorn-Lennestadt-Kirchhundem,Heinz-Jörg Reichmann,2013-01-01,2013-12-31,Vorsitzende(r),227200.0,25900.0,14400.0,267500.0,,Nordrhein-Westfalen,SVWL
Sparkasse Attendorn-Lennestadt-Kirchhundem,Bernd Schablowski,2014-01-01,2014-12-31,Mitglied,234500.0,24100.0,11000.0,269600.0,,Nordrhein-Westfalen,SVWL
Sparkasse Attendorn-Lennestadt-Kirchhundem,Heinz-Jörg Reichmann,2014-01-01,2014-12-31,Vorsitzende(r),258100.0,26600.0,13900.0,298600.0,,Nordrhein-Westfalen,SVWL
Verbandssparkasse Goch-Kevelaer-Weeze,Stefan Eich,2013-01-01,2013-12-31,Mitglied,216000.0,20000.0,9000.0,245000.0,,Nordrhein-Westfalen,RSGV
Verbandssparkasse Goch-Kevelaer-Weeze,Stefan Eich,2014-01-01,2014-12-31,Mitglied,224000.0,28000.0,8000.0,260000.0,,Nordrhein-Westfalen,RSGV
Verbandssparkasse Goch-Kevelaer-Weeze,Thomas Müller,2013-01-01,2013-12-31,Vorsitzende(r),238000.0,22000.0,10000.0,270000.0,,Nordrhein-Westfalen,RSGV
Verbandssparkasse Goch-Kevelaer-Weeze,Thomas Müller,2014-01-01,2014-12-31,Vorsitzende(r),246000.0,31000.0,10000.0,287000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Olpe-Drolshagen-Wenden,Wilhelm Rücker,2013-01-01,2013-12-31,Mitglied,235900.0,0.0,10500.0,246400.0,,Nordrhein-Westfalen,SVWL
Sparkasse Olpe-Drolshagen-Wenden,Wilhelm Rücker,2014-01-01,2014-12-31,Mitglied,254000.0,0.0,10000.0,264000.0,,Nordrhein-Westfalen,SVWL
